Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2018,2018 Annual,High Blood Pressure - Urban,New Jersey,8,40.6,-0.82,45.9,35.3,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Blood Pressure - White,New Jersey,30,34.3,0.07,36,32.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Cholesterol,New Jersey,35,34.6,0.6,36.1,33.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"High Cholesterol - $25-$49,999",New Jersey,39,40.1,1.03,44.1,36.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"High Cholesterol - $50-$74,999",New Jersey,45,38.7,1.13,43.3,34.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"High Cholesterol - $75,000 or More",New Jersey,38,33.4,0.47,35.8,31.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Cholesterol - Ages 18-44,New Jersey,50,20.6,1.95,23.1,18.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Cholesterol - Ages 45-64,New Jersey,25,40.1,-0.22,42.4,37.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Cholesterol - Ages 65+,New Jersey,18,50.7,-0.31,53.2,48.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Cholesterol - American Indian/Alaskan Native,New Jersey,,32.6,,47.9,17.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Cholesterol - Asian,New Jersey,,32.1,,38.5,25.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Cholesterol - Black,New Jersey,,30.7,,34.8,26.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Cholesterol - College Grad,New Jersey,37,33,0.48,35.1,30.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Cholesterol - Female,New Jersey,33,33.4,0.39,35.3,31.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Cholesterol - Hawaiian/Pacific Islander,New Jersey,,,,61.4,0,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Cholesterol - High School Grad,New Jersey,33,39.2,0.37,42.3,36.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Cholesterol - Hispanic,New Jersey,,31.8,,35.7,28,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"High Cholesterol - Less than $25,000",New Jersey,27,39.8,0.1,43.4,36.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Cholesterol - Less than High School,New Jersey,34,42.2,0.22,48.3,36.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Cholesterol - Male,New Jersey,33,35.9,0.51,38.2,33.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Cholesterol - Multiracial,New Jersey,,32.8,,45.1,20.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Cholesterol - Other Race,New Jersey,,46.2,,63.9,28.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Cholesterol - Rural,New Jersey,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Cholesterol - Some College,New Jersey,38,37,0.51,40,34,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Cholesterol - Suburban,New Jersey,,38.3,,40.4,36.3,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Cholesterol - Urban,New Jersey,8,38.7,-0.64,44.3,33.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Cholesterol - White,New Jersey,36,37,0.41,38.8,35.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Health Status,New Jersey,17,51.9,0.3,53.4,50.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"High Health Status - $25-$49,999",New Jersey,45,39.1,-1.05,43,35.3,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"High Health Status - $50-$74,999",New Jersey,40,51,-0.71,55.6,46.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"High Health Status - $75,000 or More",New Jersey,23,67.1,0.17,69.5,64.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Health Status - Ages 18-44,New Jersey,14,58.7,0.84,61.4,55.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Health Status - Ages 45-64,New Jersey,15,49.8,0.66,52.1,47.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Health Status - Ages 65+,New Jersey,30,41,-0.06,43.4,38.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Health Status - American Indian/Alaskan Native,New Jersey,,43.6,,62.4,24.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Health Status - Asian,New Jersey,,54,,60.5,47.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Health Status - Black,New Jersey,,47.1,,51.5,42.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Health Status - College Grad,New Jersey,25,65.6,-0.06,67.7,63.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Health Status - Female,New Jersey,18,52.3,0.66,54.4,50.3,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Health Status - Hawaiian/Pacific Islander,New Jersey,,,,73.9,8.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Health Status - High School Grad,New Jersey,20,42,0.55,45.1,38.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Health Status - Hispanic,New Jersey,,35.2,,39.2,31.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"High Health Status - Less than $25,000",New Jersey,15,29.3,0.62,32.5,26,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Health Status - Less than High School,New Jersey,28,23.1,0.22,28.2,18,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Health Status - Male,New Jersey,19,51.4,0.39,53.7,49.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Health Status - Multiracial,New Jersey,,50.1,,62.4,37.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Health Status - Other Race,New Jersey,,34.5,,49.3,19.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Health Status - Rural,New Jersey,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Health Status - Some College,New Jersey,26,49.5,0.09,52.7,46.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Health Status - Suburban,New Jersey,,55,,57.1,52.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Health Status - Urban,New Jersey,22,47.4,0.28,52.9,41.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High Health Status - White,New Jersey,9,58.4,0.95,60.2,56.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,High School Graduation,New Jersey,2,90.1,1.3,,,"U.S. Department of Education, National Center for Education Statistics",2015-2016
2018,2018 Annual,High School Graduation - American Indian/Alaska Native,New Jersey,,83,,,,"U.S. Department of Education, National Center for Education Statistics",2015-2016
2018,2018 Annual,High School Graduation - Asian/Pacific Islander,New Jersey,,96.7,,,,"U.S. Department of Education, National Center for Education Statistics",2015-2016
2018,2018 Annual,High School Graduation - Black,New Jersey,7,82.1,0.88,,,"U.S. Department of Education, National Center for Education Statistics",2015-2016
2018,2018 Annual,High School Graduation - Hispanic,New Jersey,9,83.3,0.71,,,"U.S. Department of Education, National Center for Education Statistics",2015-2016
2018,2018 Annual,High School Graduation - White,New Jersey,1,94.2,1.35,,,"U.S. Department of Education, National Center for Education Statistics",2015-2016
2018,2018 Annual,HPV Immunization Females,New Jersey,25,53.8,0.08,62.5,44.8,"CDC, National Immunization Survey-Teen",2017
2018,2018 Annual,HPV Immunization Females - Above Poverty,New Jersey,24,52.9,,62.8,42.8,AHR data,
2018,2018 Annual,HPV Immunization Females - Hispanic,New Jersey,0,62.3,,77.8,43.8,AHR data,
2018,2018 Annual,HPV Immunization Females - White,New Jersey,0,53.5,,65.6,40.9,AHR data,
2018,2018 Annual,HPV Immunization Males,New Jersey,26,45.5,0.11,54.2,37.2,"CDC, National Immunization Survey-Teen",2017
2018,2018 Annual,HPV Immunization Males - Above Poverty,New Jersey,23,43.2,,52.4,34.5,"CDC, National Immunization Survey-Teen",2017
2018,2018 Annual,HPV Immunization Males - Below Poverty,New Jersey,0,,,,,"CDC, National Immunization Survey-Teen",2017
2018,2018 Annual,HPV Immunization Males - Black,New Jersey,0,,,,,"CDC, National Immunization Survey-Teen",2017
2018,2018 Annual,HPV Immunization Males - Hispanic,New Jersey,0,48.5,,66.9,30.5,"CDC, National Immunization Survey-Teen",2017
2018,2018 Annual,HPV Immunization Males - White,New Jersey,17,46.1,,57.3,35.3,"CDC, National Immunization Survey-Teen",2017
2018,2018 Annual,Immunizations - Adolescents,New Jersey,16,0.465,0.465,,,America's Health Rankings composite measure,2018
2018,2018 Annual,Immunizations - Children,New Jersey,35,69.3,-0.27,75.1,62.8,"CDC, National Immunization Survey-Child",2017
2018,2018 Annual,Immunizations - Children - Above Poverty,New Jersey,,72.3,,78.7,64.9,"CDC, National Immunization Survey-Child",2017
2018,2018 Annual,Immunizations - Children - Below Poverty,New Jersey,,56.3,,70.1,41.4,"CDC, National Immunization Survey-Child",2017
2018,2018 Annual,Immunizations - Children - Black,New Jersey,,49.2,,68.2,30.3,"CDC, National Immunization Survey-Child",2017
2018,2018 Annual,Immunizations - Children - Hispanic,New Jersey,,62.3,,73.4,49.7,"CDC, National Immunization Survey-Child",2017
2018,2018 Annual,Immunizations - Children - White,New Jersey,,77.7,,84.8,68.5,"CDC, National Immunization Survey-Child",2017
2018,2018 Annual,Income Inequality - Gini Index,New Jersey,38,0.479,-0.16,,,"U.S. Census Bureau, American Community Survey",2017
2018,2018 Annual,Infant Mortality,New Jersey,5,4.4,-1.22,0,0,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files; Natality public-use data",2015-2016
2018,2018 Annual,Infectious Disease,New Jersey,8,-0.557,-0.557,,,America's Health Rankings composite measure,2018
2018,2018 Annual,Injury Deaths,New Jersey,3,50.1,-1.23,51,49.3,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2014-2016
2018,2018 Annual,Injury Deaths - Ages 15-24,New Jersey,0,43.6,0,45.8,41.4,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2014-2016
2018,2018 Annual,Injury Deaths - Ages 25-34,New Jersey,0,69.4,0,72.1,66.6,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2014-2016
2018,2018 Annual,Injury Deaths - Ages 35-44,New Jersey,0,54.5,0,57,52.1,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2014-2016
2018,2018 Annual,Injury Deaths - Ages 45-54,New Jersey,0,58.4,0,60.8,56,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2014-2016
2018,2018 Annual,Injury Deaths - Ages 5-14,New Jersey,0,3.1,0,3.7,2.5,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2014-2016
2018,2018 Annual,Injury Deaths - Ages 55-64,New Jersey,0,50.5,0,52.8,48.1,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2014-2016
2018,2018 Annual,Injury Deaths - Ages 65-74,New Jersey,0,42.3,0,44.9,39.6,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2014-2016
2018,2018 Annual,Injury Deaths - American Indian/Alaskan Native,New Jersey,,,,15.8,4.4,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2014-2016
2018,2018 Annual,Injury Deaths - Asian/Pacific Islander,New Jersey,,18.8,,20.8,16.9,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2014-2016
2018,2018 Annual,Injury Deaths - Black,New Jersey,,56.5,,58.8,54.1,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2014-2016
2018,2018 Annual,Injury Deaths - Female,New Jersey,0,28.1,0,28.9,27.2,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2014-2016
2018,2018 Annual,Injury Deaths - Hispanic,New Jersey,,34.5,,36.3,32.7,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2014-2016
2018,2018 Annual,Injury Deaths - Male,New Jersey,0,73.8,0,75.3,72.3,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2014-2016
2018,2018 Annual,Injury Deaths - White,New Jersey,,53.1,,54.1,52.1,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2014-2016
2018,2018 Annual,Insufficient Sleep,New Jersey,46,38.2,1.18,39.9,36.4,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 Annual,"Insufficient Sleep - $25-$49,999",New Jersey,35,37.6,0.4,42.3,32.9,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 Annual,"Insufficient Sleep - $50-$74,999",New Jersey,48,38.9,1.17,44.1,33.8,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 Annual,"Insufficient Sleep - $75,000 or More",New Jersey,49,39.3,1.73,42.3,36.3,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 Annual,Insufficient Sleep - Ages 18-44,New Jersey,34,38.2,0.44,41.2,35.2,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 Annual,Insufficient Sleep - Ages 45-64,New Jersey,45,40.9,1,43.5,38.2,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 Annual,Insufficient Sleep - Ages 65+,New Jersey,49,33.2,1.73,36.2,30.2,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 Annual,Insufficient Sleep - American Indian/Alaskan Native,New Jersey,,,,74,20.5,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 Annual,Insufficient Sleep - Asian,New Jersey,,38.9,,46.1,31.8,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 Annual,Insufficient Sleep - Black,New Jersey,,45.4,,50.5,40.4,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 Annual,Insufficient Sleep - College Grad,New Jersey,48,34.6,1.23,37.1,32,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 Annual,Insufficient Sleep - Female,New Jersey,41,36.9,0.68,39.2,34.5,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 Annual,Insufficient Sleep - Hawaiian/Pacific Islander,New Jersey,,,,33.3,0,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 Annual,Insufficient Sleep - High School Grad,New Jersey,45,40.9,1.03,44.5,37.2,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 Annual,Insufficient Sleep - Hispanic,New Jersey,,40.7,,45,36.3,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 Annual,"Insufficient Sleep - Less Than $25,000",New Jersey,43,44,1,48.1,40,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 Annual,Insufficient Sleep - Less than High School,New Jersey,41,43.9,1.24,50,37.7,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 Annual,Insufficient Sleep - Male,New Jersey,48,39.5,1.27,42.2,36.9,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 Annual,Insufficient Sleep - Multiracial,New Jersey,,35.4,,51.1,19.8,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 Annual,Insufficient Sleep - Other Race,New Jersey,,,,75.2,30.4,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 Annual,Insufficient Sleep - Rural,New Jersey,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 Annual,Insufficient Sleep - Some College,New Jersey,41,40.7,0.78,44.3,37.1,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 Annual,Insufficient Sleep - Suburban,New Jersey,,36.7,,39.4,34.1,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 Annual,Insufficient Sleep - Urban,New Jersey,46,37.8,1.04,42.2,33.4,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 Annual,Insufficient Sleep - White,New Jersey,42,35.5,0.98,37.8,33.3,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 Annual,Low Birthweight,New Jersey,24,8.1,-0.08,,,"CDC WONDER Online Database, Natality public-use data",2016
2018,2018 Annual,Low Birthweight - Black/African American,New Jersey,0,13,,,,"CDC WONDER Online Database, Natality public-use data",2016
2018,2018 Annual,Low Birthweight - College Graduate,New Jersey,,7.5,,,,"CDC WONDER Online Database, Natality public-use data",2016
2018,2018 Annual,Low Birthweight - High School Graduate,New Jersey,,8.7,,,,"CDC WONDER Online Database, Natality public-use data",2016
2018,2018 Annual,Low Birthweight - Hispanic,New Jersey,0,7.5,,,,"CDC WONDER Online Database, Natality public-use data",2016
2018,2018 Annual,Low Birthweight - Less than High School,New Jersey,,8.6,,,,"CDC WONDER Online Database, Natality public-use data",2016
2018,2018 Annual,Low Birthweight - Mother Ages 15-19,New Jersey,0,10.5,,,,"CDC WONDER Online Database, Natality public-use data",2016
2018,2018 Annual,Low Birthweight - Mother Ages 20-24,New Jersey,0,7.9,,,,"CDC WONDER Online Database, Natality public-use data",2016
2018,2018 Annual,Low Birthweight - Mother Ages 25-29,New Jersey,0,7.6,,,,"CDC WONDER Online Database, Natality public-use data",2016
2018,2018 Annual,Low Birthweight - Mother Ages 30-34,New Jersey,0,7.5,,,,"CDC WONDER Online Database, Natality public-use data",2016
2018,2018 Annual,Low Birthweight - Mother Ages 35-39,New Jersey,0,8.9,,,,"CDC WONDER Online Database, Natality public-use data",2016
2018,2018 Annual,Low Birthweight - Mother Ages 40-44,New Jersey,0,9.8,,,,"CDC WONDER Online Database, Natality public-use data",2016
2018,2018 Annual,Low Birthweight - Some College,New Jersey,,8.6,,,,"CDC WONDER Online Database, Natality public-use data",2016
2018,2018 Annual,Low Birthweight - White,New Jersey,0,6.6,,,,"CDC WONDER Online Database, Natality public-use data",2016
2018,2018 Annual,Median Household Income,New Jersey,7,72997,1.28,78875,67119,"U.S. Census Bureau, Current Population Survey, Annual Social and Economic Supplement",2017
2018,2018 Annual,Meningococcal Immunizations,New Jersey,7,93.3,0.99,95.9,89.4,"CDC, National Immunization Survey-Teen",2017
2018,2018 Annual,Meningococcal Immunizations - Above Poverty,New Jersey,2,94.6,,97.1,90.4,"CDC, National Immunization Survey-Teen",2017
2018,2018 Annual,Meningococcal Immunizations - Below Poverty,New Jersey,0,84,,93.2,66.8,"CDC, National Immunization Survey-Teen",2017
2018,2018 Annual,Meningococcal Immunizations - Black,New Jersey,0,92.4,,97.8,77,"CDC, National Immunization Survey-Teen",2017
2018,2018 Annual,Meningococcal Immunizations - Hispanic,New Jersey,0,90.3,,96,78.3,"CDC, National Immunization Survey-Teen",2017
2018,2018 Annual,Meningococcal Immunizations - White,New Jersey,1,95.9,,98.1,91.4,"CDC, National Immunization Survey-Teen",2017
2018,2018 Annual,Mental Health Providers,New Jersey,30,205.1,-0.27,,,"U.S. HHS, Centers for Medicare & Medicaid Services, National Plan and Provider Enumeration System, Aug 2018; U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2017",2017
2018,2018 Annual,Neighborhood Amenities,New Jersey,6,52.2,1.25,,,"Child and Adolescent Health Measurement Initiative, National Survey of Children’s Health, Data Resource Center for Child and Adolescent Health",2016
2018,2018 Annual,Neighborhood Amenities,New Jersey,6,52.2,1.25,,,"Child and Adolescent Health Measurement Initiative (CAHMI), National Survey of Children's Health Indicator Data Set, Data Resource Center for Child and Adolescent Health supported by the U.S. HHS, HRSA, Maternal and Child Health Bureau (MCHB)",2016
2018,2018 Annual,Obesity,New Jersey,10,27.2,-1.1,28.7,25.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Obesity - $25-$49,999",New Jersey,27,35.2,0.23,39.3,31.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Obesity - $50-$74,999",New Jersey,14,30.8,-0.5,35,26.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Obesity - $75,000 or More",New Jersey,7,24.2,-0.82,26.5,21.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Obesity - Ages 18-44,New Jersey,8,24,-0.69,26.7,21.3,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Obesity - Ages 45-64,New Jersey,10,31.4,-0.95,33.6,29.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Obesity - Ages 65+,New Jersey,11,26.6,-0.56,28.8,24.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Obesity - American Indian/Alaskan Native,New Jersey,,33.3,,50.6,16,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Obesity - Asian,New Jersey,,10.3,,14.5,6.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Obesity - Black,New Jersey,,36.1,,40.4,31.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Obesity - College Grad,New Jersey,7,20.1,-0.74,21.9,18.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Obesity - Female,New Jersey,7,25.2,-1.11,27.1,23.3,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Obesity - Hawaiian/Pacific Islander,New Jersey,,,,30.2,0,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Obesity - High School Grad,New Jersey,22,36,-0.03,39.2,32.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Obesity - Hispanic,New Jersey,,32.6,,37.3,28,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Obesity - Less Than $25,000",New Jersey,10,34.9,-0.73,38.3,31.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Obesity - Less than High School,New Jersey,23,37,-0.09,43.3,30.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Obesity - Male,New Jersey,14,29.3,-0.25,31.5,27.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Obesity - Multiracial,New Jersey,,29.2,,40.4,18,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Obesity - Other Race,New Jersey,,35.6,,52.6,18.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Obesity - Rural,New Jersey,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Obesity - Some College,New Jersey,9,30.6,-0.94,33.5,27.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Obesity - Suburban,New Jersey,,26.6,,28.6,24.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Obesity - Urban,New Jersey,25,30.4,0.02,35.3,25.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Obesity - White,New Jersey,12,26.7,-0.65,28.5,25,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Occupational Fatalities,New Jersey,9,3.7,-0.36,4.2,3.2,"U.S. Bureau of Labor Statistics, Census of Fatal Occupational Injuries; U.S. Bureau of Economic Analysis",2014-2016
2018,2018 Annual,Overall,New Jersey,11,0.46,0.46,,,America's Health Rankings composite measure,2018
2018,2018 Annual,Pertussis,New Jersey,35,6.3,0.09,0,0,"CDC, National Notifiable Infectious Diseases Surveillance System, Annual Tables of Infectious Disease Data",2016
2018,2018 Annual,Physical Inactivity,New Jersey,35,29,0.88,30.5,27.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Physical Inactivity - $25-$49,999",New Jersey,50,39.7,2,43.9,35.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Physical Inactivity - $50-$74,999",New Jersey,42,28.6,1.11,32.7,24.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Physical Inactivity - $75,000 or More",New Jersey,44,21.1,1.52,23.3,18.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Physical Inactivity - Ages 18-44,New Jersey,35,24.4,0.56,26.8,21.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Physical Inactivity - Ages 45-64,New Jersey,33,30,0.28,32.3,27.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Physical Inactivity - Ages 65+,New Jersey,42,37.2,1.13,39.7,34.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Physical Inactivity - American Indian/Alaskan Native,New Jersey,,,,34.9,8.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Physical Inactivity - Asian,New Jersey,,20,,25.6,14.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Physical Inactivity - Black,New Jersey,,34,,38.2,29.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Physical Inactivity - College Grad,New Jersey,45,19.8,1.51,21.7,17.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Physical Inactivity - Female,New Jersey,38,31.5,0.71,33.5,29.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Physical Inactivity - Hawaiian/Pacific Islander,New Jersey,,,,76,5.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Physical Inactivity - High School Grad,New Jersey,32,36.8,0.43,39.9,33.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Physical Inactivity - Hispanic,New Jersey,,36.9,,41,32.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Physical Inactivity - Less Than $25,000",New Jersey,39,42.8,0.81,46.3,39.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Physical Inactivity - Less than High School,New Jersey,50,53.1,1.8,59.1,47.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Physical Inactivity - Male,New Jersey,28,26.4,0.4,28.5,24.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Physical Inactivity - Multiracial,New Jersey,,34.4,,46.9,21.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Physical Inactivity - Other Race,New Jersey,,35.9,,53.8,18.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Physical Inactivity - Rural,New Jersey,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Physical Inactivity - Some College,New Jersey,40,30.3,1.04,33.2,27.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Physical Inactivity - Suburban,New Jersey,,29,,31.1,27,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Physical Inactivity - Urban,New Jersey,47,36.4,1.46,42.1,30.7,"CDC, Behavioral Risk Factor Surveillance System",2017
